LOG_ID,STR_NBR,STR_FRAC,STR_DIR,STR_NAME,STR_SUFF,STR_SUFF_DIR,STR_UNIT,ZIP_CODE,TYPE
26424,1027,,W,11TH,ST,,1,90731,Condo
34116,1027,,W,11TH,ST,,10,90731,Condo
34113,1027,,W,11TH,ST,,2,90731,Condo
34114,1027,,W,11TH,ST,,3,90731,Condo
34115,1027,,W,11TH,ST,,4,90731,Condo
34121,1027,,W,11TH,ST,,5,90731,Condo
34117,1027,,W,11TH,ST,,6,90731,Condo
34118,1027,,W,11TH,ST,,7,90731,Condo
34119,1027,,W,11TH,ST,,8,90731,Condo
34120,1027,,W,11TH,ST,,9,90731,Condo
26429,1600,,W,235TH,ST,,A,90710,Condo
34136,1600,,W,235TH,ST,,B,90710,Condo
34135,1600,,W,235TH,ST,,C,90710,Condo
34134,1600,,W,235TH,ST,,D,90710,Condo
26468,1601,,W,235TH,ST,,A,90710,Condo
34332,1601,,W,235TH,ST,,B,90710,Condo
34331,1601,,W,235TH,ST,,C,90710,Condo
34330,1601,,W,235TH,ST,,D,90710,Condo
26428,1602,,W,235TH,ST,,A,90710,Condo
34133,1602,,W,235TH,ST,,B,90710,Condo
34132,1602,,W,235TH,ST,,C,90710,Condo
34131,1602,,W,235TH,ST,,D,90710,Condo
26430,1640,,W,235TH,ST,,A,90710,Condo
34137,1640,,W,235TH,ST,,B,90710,Condo
34138,1640,,W,235TH,ST,,C,90710,Condo
34139,1640,,W,235TH,ST,,D,90710,Condo
26456,1641,,W,235TH,ST,,A,90710,Condo
34294,1641,,W,235TH,ST,,B,90710,Condo
34295,1641,,W,235TH,ST,,C,90710,Condo
34296,1641,,W,235TH,ST,,D,90710,Condo
26431,1650,,W,235TH,ST,,A,90710,Condo
34140,1650,,W,235TH,ST,,B,90710,Condo
34141,1650,,W,235TH,ST,,C,90710,Condo
34142,1650,,W,235TH,ST,,D,90710,Condo
26457,1651,,W,235TH,ST,,A,90710,Condo
34297,1651,,W,235TH,ST,,B,90710,Condo
34299,1651,,W,235TH,ST,,C,90710,Condo
34298,1651,,W,235TH,ST,,D,90710,Condo
26440,1601,,W,237TH,ST,,A,90710,Condo
34247,1601,,W,237TH,ST,,B,90710,Condo
34246,1601,,W,237TH,ST,,C,90710,Condo
34248,1601,,W,237TH,ST,,D,90710,Condo
26439,1641,,W,237TH,ST,,A,90710,Condo
34243,1641,,W,237TH,ST,,B,90710,Condo
34244,1641,,W,237TH,ST,,C,90710,Condo
34245,1641,,W,237TH,ST,,D,90710,Condo
26421,665,,W,24TH,ST,,101,90731,Condo
34084,665,,W,24TH,ST,,102,90731,Condo
34072,665,,W,24TH,ST,,103,90731,Condo
34073,665,,W,24TH,ST,,104,90731,Condo
34074,665,,W,24TH,ST,,205,90731,Condo
34075,665,,W,24TH,ST,,206,90731,Condo
34076,665,,W,24TH,ST,,207,90731,Condo
34077,665,,W,24TH,ST,,208,90731,Condo
34078,665,,W,24TH,ST,,213,90731,Condo
34079,665,,W,24TH,ST,,309,90731,Condo
34080,665,,W,24TH,ST,,310,90731,Condo
34081,665,,W,24TH,ST,,311,90731,Condo
34082,665,,W,24TH,ST,,312,90731,Condo
34083,665,,W,24TH,ST,,315,90731,Condo
34071,665,,W,24TH,ST,,,90731,Condo
25781,164,,E,63RD,AVE,,1A,90293,Condo
30455,164,,E,63RD,AVE,,2A,90293,Condo
30454,164,,E,63RD,AVE,,3A,90293,Condo
30456,164,,E,63RD,AVE,,4A,90293,Condo
25780,16,,E,66TH,AVE,,1,90293,Condo
30449,16,,E,66TH,AVE,,2,90293,Condo
30450,16,,E,66TH,AVE,,3,90293,Condo
30451,16,,E,66TH,AVE,,4,90293,Condo
30453,16,,E,66TH,AVE,,5,90293,Condo
30452,16,,E,66TH,AVE,,6,90293,Condo
26198,11611,,W,ACAMA,ST,,,91604,Condo
32640,11615,,W,ACAMA,ST ,,,91604,Condo
32641,11617,,W,ACAMA,ST ,,,91604,Condo
32642,11619,,W,ACAMA,ST ,,,91604,Condo
32643,11621,,W,ACAMA,ST ,,,91604,Condo
32644,11625,,W,ACAMA,ST ,,,91604,Condo
32645,11629,,W,ACAMA,ST ,,,91604,Condo
26207,11645,,W,ACAMA,ST,,1,91604,Condo
32693,11645,,W,ACAMA,ST,,2,91604,Condo
32694,11645,,W,ACAMA,ST,,3,91604,Condo
32688,11645,,W,ACAMA,ST,,4,91604,Condo
32691,11645,,W,ACAMA,ST,,5,91604,Condo
32692,11645,,W,ACAMA,ST,,6,91604,Condo
32689,11645,,W,ACAMA,ST,,7,91604,Condo
32690,11645,,W,ACAMA,ST,,8,91604,Condo
25586,14319,,W,ADDISON,ST,,,91423,Condo
26374,13220,,W,ADMIRAL,AVE,,A,90290,Condo
33719,13220,,W,ADMIRAL,AVE,,B,90290,Condo
33718,13220,,W,ADMIRAL,AVE,,C,90290,Condo
33717,13220,,W,ADMIRAL,AVE,,D,90290,Condo
33716,13220,,W,ADMIRAL,AVE,,F,90290,Condo
33715,13220,,W,ADMIRAL,AVE,,G,90290,Condo
33713,13220,,W,ADMIRAL,AVE,,H,90290,Condo
33714,13220,,W,ADMIRAL,AVE,,J,90290,Condo
26373,13222,,W,ADMIRAL,AVE,,A,90292,Condo
33707,13222,,W,ADMIRAL,AVE,,B,90292,Condo
33708,13222,,W,ADMIRAL,AVE,,C,90292,Condo
33709,13222,,W,ADMIRAL,AVE,,D,90292,Condo
33710,13222,,W,ADMIRAL,AVE,,F,90292,Condo
33711,13222,,W,ADMIRAL,AVE,,G,90292,Condo
33712,13222,,W,ADMIRAL,AVE,,H,90292,Condo
26372,13224,,W,ADMIRAL,AVE,,A,90292,Condo
33700,13224,,W,ADMIRAL,AVE,,B,90292,Condo
33706,13224,,W,ADMIRAL,AVE,,C,90292,Condo
33701,13224,,W,ADMIRAL,AVE,,D,90292,Condo
33702,13224,,W,ADMIRAL,AVE,,F,90292,Condo
33703,13224,,W,ADMIRAL,AVE,,G,90292,Condo
33704,13224,,W,ADMIRAL,AVE,,H,90292,Condo
33705,13224,,W,ADMIRAL,AVE,,J,90292,Condo
26370,13225,,W,ADMIRAL,AVE,,A,90292,Condo
33684,13225,,W,ADMIRAL,AVE,,B,90292,Condo
33685,13225,,W,ADMIRAL,AVE,,C,90292,Condo
33686,13225,,W,ADMIRAL,AVE,,D,90292,Condo
33687,13225,,W,ADMIRAL,AVE,,F,90292,Condo
33688,13225,,W,ADMIRAL,AVE,,G,90292,Condo
33682,13225,,W,ADMIRAL,AVE,,H,90292,Condo
33683,13225,,W,ADMIRAL,AVE,,J,90292,Condo
26371,13226,,W,ADMIRAL,AVE,,A,90292,Condo
33697,13226,,W,ADMIRAL,AVE,,B,90292,Condo
33699,13226,,W,ADMIRAL,AVE,,C,90292,Condo
33698,13226,,W,ADMIRAL,AVE,,D,90292,Condo
33694,13226,,W,ADMIRAL,AVE,,F,90292,Condo
33695,13226,,W,ADMIRAL,AVE,,G,90292,Condo
33693,13226,,W,ADMIRAL,AVE,,H,90292,Condo
33692,13226,,W,ADMIRAL,AVE,,J,90292,Condo
33696,13226,,W,ADMIRAL,AVE,,K,90292,Condo
33689,13226,,W,ADMIRAL,AVE,,L,90292,Condo
33690,13226,,W,ADMIRAL,AVE,,M,90292,Condo
33691,13226,,W,ADMIRAL,AVE,,N,90292,Condo
25667,7905,,N,AGNES,AVE,,1,91605,Condo
29650,7905,,N,AGNES,AVE,,10,91605,Condo
29651,7905,,N,AGNES,AVE,,11,91605,Condo
29652,7905,,N,AGNES,AVE,,12,91605,Condo
29656,7905,,N,AGNES,AVE,,2,91605,Condo
29655,7905,,N,AGNES,AVE,,3,91605,Condo
29654,7905,,N,AGNES,AVE,,4,91605,Condo
29653,7905,,N,AGNES,AVE,,5,91605,Condo
29646,7905,,N,AGNES,AVE,,6,91605,Condo
29647,7905,,N,AGNES,AVE,,7,91605,Condo
29648,7905,,N,AGNES,AVE,,8,91605,Condo
29649,7905,,N,AGNES,AVE,,9,91605,Condo
25757,4305,,S,ALLA,ROAD,,1,90292,Condo
30158,4305,,S,ALLA,ROAD,,2,90292,Condo
30157,4305,,S,ALLA,ROAD,,3,90292,Condo
30156,4305,,S,ALLA,ROAD,,4,90292,Condo
30155,4305,,S,ALLA,ROAD,,5,90292,Condo
30154,4305,,S,ALLA,ROAD,,6,90292,Condo
30153,4305,,S,ALLA,ROAD,,7,90292,Condo
30152,4305,,S,ALLA,ROAD,,8,90292,Condo
25756,4317,,S,ALLA,ROAD,,1,90292,Condo
30151,4317,,S,ALLA,ROAD,,2,90292,Condo
30150,4317,,S,ALLA,ROAD,,3,90292,Condo
30149,4317,,S,ALLA,ROAD,,4,90292,Condo
25755,4321,,S,ALLA,ROAD,,1,90292,Condo
30148,4321,,S,ALLA,ROAD,,2,90292,Condo
30147,4321,,S,ALLA,ROAD,,3,90292,Condo
30146,4321,,S,ALLA,ROAD,,4,90292,Condo
25754,4333,,S,ALLA,ROAD,,1,90292,Condo
30144,4333,,S,ALLA,ROAD,,2,90292,Condo
30143,4333,,S,ALLA,ROAD,,3,90292,Condo
30145,4333,,S,ALLA,ROAD,,4,90292,Condo
30140,4335,,S,ALLA,ROAD,,2,90202,Condo
30139,4335,,S,ALLA,ROAD,,3,90202,Condo
30138,4335,,S,ALLA,ROAD,,4,90202,Condo
30137,4335,,S,ALLA,ROAD,,5,90202,Condo
30136,4335,,S,ALLA,ROAD,,6,90202,Condo
25751,4335,,S,ALLA,ROAD,,6,90202,Condo
30141,4335,,S,ALLA,ROAD,,7,90202,Condo
30142,4335,,S,ALLA,ROAD,,8,90202,Condo
25742,4339,,S,ALLA,ROAD,,1,90292,Condo
30057,4339,,S,ALLA,ROAD,,2,90292,Condo
30056,4339,,S,ALLA,ROAD,,3,90292,Condo
30055,4339,,S,ALLA,ROAD,,4,90292,Condo
30054,4339,,S,ALLA,ROAD,,5,90292,Condo
25735,4351,,S,ALLA,ROAD,,1,90292,Condo
30024,4351,,S,ALLA,ROAD,,2,90292,Condo
30025,4351,,S,ALLA,ROAD,,3,90292,Condo
30026,4351,,S,ALLA,ROAD,,4,90292,Condo
30028,4351,,S,ALLA,ROAD,,5,90292,Condo
30027,4351,,S,ALLA,ROAD,,6,90292,Condo
30029,4351,,S,ALLA,ROAD,,7,90292,Condo
30023,4351,,S,ALLA,ROAD,,8,90292,Condo
30030,4351,,S,ALLA,ROAD,,9,90292,Condo
25733,4357,,S,ALLA,ROAD,,1,90292,Condo
30015,4357,,S,ALLA,ROAD,,2,90292,Condo
30012,4357,,S,ALLA,ROAD,,3,90292,Condo
30013,4357,,S,ALLA,ROAD,,4,90292,Condo
30014,4357,,S,ALLA,ROAD,,5,90292,Condo
29966,4365,,S,ALLA,ROAD,,2,90292,Condo
29965,4365,,S,ALLA,ROAD,,3,90292,Condo
29970,4365,,S,ALLA,ROAD,,4,90292,Condo
29969,4365,,S,ALLA,ROAD,,5,90292,Condo
29968,4365,,S,ALLA,ROAD,,6,90292,Condo
29967,4365,,S,ALLA,ROAD,,7,90292,Condo
29964,4365,,S,ALLA,ROAD,,8,90292,Condo
26322,4411,,S,ALLA,ROAD,,1,90292,Condo
33386,4411,,S,ALLA,ROAD,,2,90292,Condo
33387,4411,,S,ALLA,ROAD,,3,90292,Condo
33388,4411,,S,ALLA,ROAD,,4,90292,Condo
26320,4415,,S,ALLA,ROAD,,1,90292,Condo
33373,4415,,S,ALLA,ROAD,,2,90292,Condo
33374,4415,,S,ALLA,ROAD,,3,90292,Condo
33375,4415,,S,ALLA,ROAD,,4,90292,Condo
33376,4415,,S,ALLA,ROAD,,5,90292,Condo
26321,4421,,S,ALLA,ROAD,,1,90292,Condo
33381,4421,,S,ALLA,ROAD,,10,90292,Condo
33385,4421,,S,ALLA,ROAD,,2,90292,Condo
33384,4421,,S,ALLA,ROAD,,3,90292,Condo
33383,4421,,S,ALLA,ROAD,,4,90292,Condo
33380,4421,,S,ALLA,ROAD,,5,90292,Condo
33377,4421,,S,ALLA,ROAD,,6,90292,Condo
33378,4421,,S,ALLA,ROAD,,7,90292,Condo
33379,4421,,S,ALLA,ROAD,,8,90292,Condo
33382,4421,,S,ALLA,ROAD,,9,90292,Condo
26319,4425,,S,ALLA,ROAD,,1,90292,Condo
33367,4425,,S,ALLA,ROAD,,10,90292,Condo
33364,4425,,S,ALLA,ROAD,,2,90292,Condo
33365,4425,,S,ALLA,ROAD,,3,90292,Condo
33366,4425,,S,ALLA,ROAD,,4,90292,Condo
33372,4425,,S,ALLA,ROAD,,5,90292,Condo
33371,4425,,S,ALLA,ROAD,,6,90292,Condo
33370,4425,,S,ALLA,ROAD,,7,90292,Condo
33369,4425,,S,ALLA,ROAD,,8,90292,Condo
33368,4425,,S,ALLA,ROAD,,9,90292,Condo
26318,4429,,S,ALLA,ROAD,,1,90292,Condo
33363,4429,,S,ALLA,ROAD,,2,90292,Condo
33362,4429,,S,ALLA,ROAD,,3,90292,Condo
33361,4429,,S,ALLA,ROAD,,4,90292,Condo
33360,4429,,S,ALLA,ROAD,,5,90292,Condo
26317,4433,,S,ALLA,ROAD,,1,90292,Condo
33356,4433,,S,ALLA,ROAD,,2,90292,Condo
33359,4433,,S,ALLA,ROAD,,3,90292,Condo
33358,4433,,S,ALLA,ROAD,,4,90292,Condo
33357,4433,,S,ALLA,ROAD,,5,90292,Condo
26308,4435,,S,ALLA,ROAD,,1,90292,Condo
33315,4435,,S,ALLA,ROAD,,2,90292,Condo
33317,4435,,S,ALLA,ROAD,,3,90292,Condo
33316,4435,,S,ALLA,ROAD,,4,90292,Condo
26306,4437,,S,ALLA,ROAD,,1,90292,Condo
33307,4437,,S,ALLA,ROAD,,2,90292,Condo
33306,4437,,S,ALLA,ROAD,,3,90292,Condo
33305,4437,,S,ALLA,ROAD,,4,90292,Condo
33308,4437,,S,ALLA,ROAD,,5,90292,Condo
33309,4437,,S,ALLA,ROAD,,6,90292,Condo
26305,4501,,S,ALLA,ROAD,,1,90292,Condo
33300,4501,,S,ALLA,ROAD,,2,90292,Condo
33301,4501,,S,ALLA,ROAD,,3,90292,Condo
33302,4501,,S,ALLA,ROAD,,4,90292,Condo
33303,4501,,S,ALLA,ROAD,,5,90292,Condo
33304,4501,,S,ALLA,ROAD,,6,90292,Condo
26304,4507,,S,ALLA,ROAD,,1,90292,Condo
33299,4507,,S,ALLA,ROAD,,2,90292,Condo
33298,4507,,S,ALLA,ROAD,,3,90292,Condo
33297,4507,,S,ALLA,ROAD,,4,90292,Condo
33296,4507,,S,ALLA,ROAD,,5,90292,Condo
33295,4507,,S,ALLA,ROAD,,6,90292,Condo
26302,4515,,S,ALLA,ROAD,,1,90292,Condo
33287,4515,,S,ALLA,ROAD,,2,90292,Condo
33288,4515,,S,ALLA,ROAD,,3,90292,Condo
33289,4515,,S,ALLA,ROAD,,4,90292,Condo
33286,4515,,S,ALLA,ROAD,,5,90292,Condo
33285,4515,,S,ALLA,ROAD,,6,90292,Condo
26303,4521,,S,ALLA,ROAD,,1,90292,Condo
33291,4521,,S,ALLA,ROAD,,2,90292,Condo
33294,4521,,S,ALLA,ROAD,,3,90292,Condo
33293,4521,,S,ALLA,ROAD,,4,90292,Condo
33290,4521,,S,ALLA,ROAD,,5,90292,Condo
33292,4521,,S,ALLA,ROAD,,6,90292,Condo
26285,4527,,S,ALLA,ROAD,,1,90292,Condo
33201,4527,,S,ALLA,ROAD,,2,90292,Condo
33200,4527,,S,ALLA,ROAD,,3,90292,Condo
33204,4527,,S,ALLA,ROAD,,4,90292,Condo
33203,4527,,S,ALLA,ROAD,,5,90292,Condo
33202,4527,,S,ALLA,ROAD,,6,90292,Condo
26287,4541,,S,ALLA,ROAD,,1,90292,Condo
33210,4541,,S,ALLA,ROAD,,2,90292,Condo
33211,4541,,S,ALLA,ROAD,,3,90292,Condo
33212,4541,,S,ALLA,ROAD,,4,90292,Condo
33213,4541,,S,ALLA,ROAD,,5,90292,Condo
33214,4541,,S,ALLA,ROAD,,6,90292,Condo
26286,4549,,S,ALLA,ROAD,,1,90292,Condo
33205,4549,,S,ALLA,ROAD,,2,90292,Condo
33206,4549,,S,ALLA,ROAD,,3,90292,Condo
33207,4549,,S,ALLA,ROAD,,4,90292,Condo
33208,4549,,S,ALLA,ROAD,,5,90292,Condo
33209,4549,,S,ALLA,ROAD,,6,90292,Condo
26295,4555,,S,ALLA,ROAD,,1,90292,Condo
33250,4555,,S,ALLA,ROAD,,2,90292,Condo
33249,4555,,S,ALLA,ROAD,,3,90292,Condo
33251,4555,,S,ALLA,ROAD,,4,90292,Condo
26294,4561,,S,ALLA,ROAD,,1,90292,Condo
33246,4561,,S,ALLA,ROAD,,2,90292,Condo
33247,4561,,S,ALLA,ROAD,,3,90292,Condo
33248,4561,,S,ALLA,ROAD,,4,90292,Condo
26293,4601,,S,ALLA,ROAD,,1,90292,Condo
33243,4601,,S,ALLA,ROAD,,2,90292,Condo
33245,4601,,S,ALLA,ROAD,,3,90292,Condo
33244,4601,,S,ALLA,ROAD,,4,90292,Condo
26292,4609,,S,ALLA,ROAD,,1,90292,Condo
33242,4609,,S,ALLA,ROAD,,2,90292,Condo
33241,4609,,S,ALLA,ROAD,,3,90292,Condo
33240,4609,,S,ALLA,ROAD,,4,90292,Condo
26290,4617,,S,ALLA,ROAD,,1,90292,Condo
33228,4617,,S,ALLA,ROAD,,2,90292,Condo
33229,4617,,S,ALLA,ROAD,,3,90292,Condo
33230,4617,,S,ALLA,ROAD,,4,90292,Condo
33231,4617,,S,ALLA,ROAD,,5,90292,Condo
26291,4631,,S,ALLA,ROAD,,1,90292,Condo
33234,4631,,S,ALLA,ROAD,,2,90292,Condo
33232,4631,,S,ALLA,ROAD,,3,90292,Condo
33233,4631,,S,ALLA,ROAD,,4,90292,Condo
33236,4631,,S,ALLA,ROAD,,5,90292,Condo
33235,4631,,S,ALLA,ROAD,,6,90292,Condo
33237,4631,,S,ALLA,ROAD,,7,90292,Condo
33238,4631,,S,ALLA,ROAD,,8,90292,Condo
33239,4631,,S,ALLA,ROAD,,9,90292,Condo
26288,4634,,S,ALLA,ROAD,,1,90292,Condo
33215,4634,,S,ALLA,ROAD,,2,90292,Condo
33219,4634,,S,ALLA,ROAD,,3,90292,Condo
33218,4634,,S,ALLA,ROAD,,4,90292,Condo
33217,4634,,S,ALLA,ROAD,,5,90292,Condo
33216,4634,,S,ALLA,ROAD,,6,90292,Condo
26289,4640,,S,ALLA,ROAD,,1,90292,Condo
33220,4640,,S,ALLA,ROAD,,2,90292,Condo
33221,4640,,S,ALLA,ROAD,,3,90292,Condo
33222,4640,,S,ALLA,ROAD,,4,90292,Condo
33226,4640,,S,ALLA,ROAD,,5,90292,Condo
33227,4640,,S,ALLA,ROAD,,6,90292,Condo
33224,4640,,S,ALLA,ROAD,,7,90292,Condo
33225,4640,,S,ALLA,ROAD,,8,90292,Condo
33223,4640,,S,ALLA,ROAD,,9,90292,Condo
26423,1212,,S,ALMA,ST,,1,90731,Condo
34107,1212,,S,ALMA,ST,,10,90731,Condo
34104,1212,,S,ALMA,ST,,2,90731,Condo
34105,1212,,S,ALMA,ST,,3,90731,Condo
34106,1212,,S,ALMA,ST,,4,90731,Condo
34112,1212,,S,ALMA,ST,,5,90731,Condo
34108,1212,,S,ALMA,ST,,6,90731,Condo
34109,1212,,S,ALMA,ST,,7,90731,Condo
34110,1212,,S,ALMA,ST,,8,90731,Condo
34111,1212,,S,ALMA,ST,,9,90731,Condo
25495,1424,,S,AMHERST,AVE,,101,90025,Condo
28504,1424,,S,AMHERST,AVE,,102,90025,Condo
28491,1424,,S,AMHERST,AVE,,104,90025,Condo
28492,1424,,S,AMHERST,AVE,,105,90025,Condo
28493,1424,,S,AMHERST,AVE,,201,90025,Condo
28494,1424,,S,AMHERST,AVE,,202,90025,Condo
28495,1424,,S,AMHERST,AVE,,204,90025,Condo
28496,1424,,S,AMHERST,AVE,,205,90025,Condo
28497,1424,,S,AMHERST,AVE,,206,90025,Condo
28498,1424,,S,AMHERST,AVE,,207,90025,Condo
28499,1424,,S,AMHERST,AVE,,301,90025,Condo
28500,1424,,S,AMHERST,AVE,,302,90025,Condo
28501,1424,,S,AMHERST,AVE,,303,90025,Condo
28502,1424,,S,AMHERST,AVE,,304,90025,Condo
28503,1424,,S,AMHERST,AVE,,305,90025,Condo
28490,1424,,S,AMHERST,AVE,,306,90025,Condo
34557,1342,,S,AMHERST ,AVE,,,90025,Condo
26180,11150,,W,AQUA VISTA,ST,,66,91602,Condo
32564,11150,,W,AQUA VISTA,ST,,67,91602,Condo
32565,11150,,W,AQUA VISTA,ST,,68,91602,Condo
32566,11150,,W,AQUA VISTA,ST,,69,91602,Condo
32567,11150,,W,AQUA VISTA,ST,,70,91602,Condo
32568,11150,,W,AQUA VISTA,ST,,71,91602,Condo
32569,11150,,W,AQUA VISTA,ST,,72,91602,Condo
32570,11150,,W,AQUA VISTA,ST,,73,91602,Condo
32546,11177,,W,AQUA VISTA,ST,,,91602,Condo
32547,11179,,W,AQUA VISTA,ST,,,91602,Condo
32548,11181,,W,AQUA VISTA,ST,,,91602,Condo
32549,11183,,W,AQUA VISTA,ST,,,91602,Condo
32550,11185,,W,AQUA VISTA,ST,,,91602,Condo
32551,11187,,W,AQUA VISTA,ST,,,91602,Condo
32552,11189,,W,AQUA VISTA,ST,,,91602,Condo
26176,11191,,W,AQUA VISTA,ST,,,91602,Condo
25497,1605,,S,ARMACOST,AVE,,101,90025,Condo
28535,1605,,S,ARMACOST,AVE,,102,90025,Condo
28520,1605,,S,ARMACOST,AVE,,103,90025,Condo
28521,1605,,S,ARMACOST,AVE,,104,90025,Condo
28522,1605,,S,ARMACOST,AVE,,105,90025,Condo
28523,1605,,S,ARMACOST,AVE,,106,90025,Condo
28524,1605,,S,ARMACOST,AVE,,107,90025,Condo
28525,1605,,S,ARMACOST,AVE,,108,90025,Condo
28526,1605,,S,ARMACOST,AVE,,109,90025,Condo
28527,1605,,S,ARMACOST,AVE,,110,90025,Condo
28528,1605,,S,ARMACOST,AVE,,111,90025,Condo
28529,1605,,S,ARMACOST,AVE,,112,90025,Condo
28530,1605,,S,ARMACOST,AVE,,113,90025,Condo
28531,1605,,S,ARMACOST,AVE,,201,90025,Condo
28532,1605,,S,ARMACOST,AVE,,202,90025,Condo
28533,1605,,S,ARMACOST,AVE,,203,90025,Condo
28534,1605,,S,ARMACOST,AVE,,204,90025,Condo
28519,1605,,S,ARMACOST,AVE,,205,90025,Condo
28933,2840,,N,AVENEL,ST,,,90039,Condo
28927,2844,,N,AVENEL,ST,,,90039,Condo
28928,2846,,N,AVENEL,ST,,,90039,Condo
28929,2848,,N,AVENEL,ST,,,90039,Condo
25562,2850,,N,AVENEL,ST,,,90039,Condo
25564,2974,,W,AVENEL,TER,,,90039,Condo
28934,2976,,N,AVENEL,TER,,,90039,Condo
28935,2978,,N,AVENEL,TER,,,90039,Condo
25563,2982,,W,AVENEL,TER,,,90039,Condo
28930,2984,,N,AVENEL,TER,,,90039,Condo
28931,2986,,N,AVENEL,TER,,,90039,Condo
28932,2988,,N,AVENEL,TER,,,90039,Condo
25627,322,,N,AVENUE 66,,,1,90042,Condo
29445,322,,N,AVENUE 66,,,10,90042,Condo
29449,322,,N,AVENUE 66,,,2,90042,Condo
29453,322,,N,AVENUE 66,,,3,90042,Condo
29446,322,,N,AVENUE 66,,,4,90042,Condo
29448,322,,N,AVENUE 66,,,5,90042,Condo
29452,322,,N,AVENUE 66,,,6,90042,Condo
29451,322,,N,AVENUE 66,,,7,90042,Condo
29450,322,,N,AVENUE 66,,,8,90042,Condo
29447,322,,N,AVENUE 66,,,9,90042,Condo
29454,322,,N,AVENUE 66,#5,,,90042,Condo
29460,322,,N,AVENUE 66,#7,,,90042,Condo
25628,322,,N,AVENUE 66,,,,90042,Condo
29461,322,,N,AVENUE 66,#8,,,90042,Condo
29455,322,,N,AVENUE 66,#2,,,90042,Condo
29458,322,,N,AVENUE 66,#10,,,90042,Condo
29457,322,,N,AVENUE 66,#4,,,90042,Condo
29459,322,,N,AVENUE 66,#6,,,90042,Condo
29456,322,,N,AVENUE 66,#3,,,90042,Condo
29462,322,,N,AVENUE 66,#9,,,90042,Condo
25629,514,,N,AVENUE 66,,,,90042,Condo
29465,514,,N,AVENUE 66,#4,,,90042,Condo
29463,514,,N,AVENUE 66,#2,,,90042,Condo
29464,514,,N,AVENUE 66,#3,,,90042,Condo
25467,4312,,N,BABCOCK,AVE,,1,91604,Condo
28165,4312,,N,BABCOCK,AVE,,2,91604,Condo
28164,4312,,N,BABCOCK,AVE,,3,91604,Condo
28163,4312,,N,BABCOCK,AVE,,4,91604,Condo
28162,4312,,N,BABCOCK,AVE,,5,91604,Condo
28166,4312,,N,BABCOCK,AVE,,6,91604,Condo
25978,4828,,N,BALBOA,AVE,,A,91316,Condo
31545,4828,,N,BALBOA,AVE,,B,91316,Condo
31546,4830,,N,BALBOA,AVE,,A,91316,Condo
31547,4830,,N,BALBOA,AVE,,B,91316,Condo
31548,4832,,N,BALBOA,AVE,,A,91316,Condo
31549,4832,,N,BALBOA,AVE,,B,91316,Condo
31550,4834,,N,BALBOA,AVE,,A,91316,Condo
31551,4834,,N,BALBOA,AVE,,B,91316,Condo
31552,4836,,N,BALBOA,AVE,,A,91316,Condo
31553,4836,,N,BALBOA,AVE,,B,91316,Condo
25979,5229,,N,BALBOA,BLVD,,1,91316,Condo
31583,5229,,N,BALBOA,BLVD,,10,91316,Condo
31584,5229,,N,BALBOA,BLVD,,11,91316,Condo
31585,5229,,N,BALBOA,BLVD,,12,91316,Condo
31586,5229,,N,BALBOA,BLVD,,13,91316,Condo
31587,5229,,N,BALBOA,BLVD,,14,91316,Condo
31588,5229,,N,BALBOA,BLVD,,15,91316,Condo
31589,5229,,N,BALBOA,BLVD,,16,91316,Condo
31590,5229,,N,BALBOA,BLVD,,17,91316,Condo
31591,5229,,N,BALBOA,BLVD,,18,91316,Condo
31592,5229,,N,BALBOA,BLVD,,19,91316,Condo
31575,5229,,N,BALBOA,BLVD,,2,91316,Condo
31593,5229,,N,BALBOA,BLVD,,20,91316,Condo
31594,5229,,N,BALBOA,BLVD,,21,91316,Condo
31595,5229,,N,BALBOA,BLVD,,22,91316,Condo
31596,5229,,N,BALBOA,BLVD,,23,91316,Condo
31597,5229,,N,BALBOA,BLVD,,24,91316,Condo
31554,5229,,N,BALBOA,BLVD,,25,91316,Condo
31555,5229,,N,BALBOA,BLVD,,26,91316,Condo
31556,5229,,N,BALBOA,BLVD,,27,91316,Condo
31557,5229,,N,BALBOA,BLVD,,28,91316,Condo
31558,5229,,N,BALBOA,BLVD,,29,91316,Condo
31576,5229,,N,BALBOA,BLVD,,3,91316,Condo
31559,5229,,N,BALBOA,BLVD,,30,91316,Condo
31560,5229,,N,BALBOA,BLVD,,31,91316,Condo
31561,5229,,N,BALBOA,BLVD,,32,91316,Condo
31562,5229,,N,BALBOA,BLVD,,33,91316,Condo
31563,5229,,N,BALBOA,BLVD,,34,91316,Condo
31564,5229,,N,BALBOA,BLVD,,35,91316,Condo
31565,5229,,N,BALBOA,BLVD,,36,91316,Condo
31566,5229,,N,BALBOA,BLVD,,37,91316,Condo
31567,5229,,N,BALBOA,BLVD,,38,91316,Condo
31568,5229,,N,BALBOA,BLVD,,39,91316,Condo
31577,5229,,N,BALBOA,BLVD,,4,91316,Condo
31569,5229,,N,BALBOA,BLVD,,40,91316,Condo
31570,5229,,N,BALBOA,BLVD,,41,91316,Condo
31571,5229,,N,BALBOA,BLVD,,42,91316,Condo
31572,5229,,N,BALBOA,BLVD,,43,91316,Condo
31573,5229,,N,BALBOA,BLVD,,44,91316,Condo
31574,5229,,N,BALBOA,BLVD,,45,91316,Condo
